Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Incident_Rate,Case_Fatality_Ratio
US,2021-01-02 05:22:33,36.796297,-97.78638765,380,5,0,375,8769.905377336718,1.3157894736842106
US,2021-01-02 05:22:33,34.93535801,-99.5605612,379,9,0,370,6635.15406162465,2.37467018469657
US,2021-01-02 05:22:33,34.7440135,-99.84741652,201,0,0,201,7576.328684508104,0.0
US,2021-01-02 05:22:33,36.78836519,-99.6679804,345,3,0,342,9354.66377440347,0.8695652173913043
US,2021-01-02 05:22:33,35.22257600000001,-95.11513306,878,7,0,871,6953.353924130831,0.7972665148063781
US,2021-01-02 05:22:33,35.04912569,-96.24921145,828,9,0,819,6235.409292868439,1.0869565217391304
US,2021-01-02 05:22:33,34.58781741,-99.41138784,2336,37,0,2299,9523.033020790868,1.5839041095890412
US,2021-01-02 05:22:33,34.11130184,-97.83182974,436,3,0,433,7264.245251582805,0.6880733944954128
US,2021-01-02 05:22:33,34.31440473,-96.66011537,837,10,0,827,7550.744248985115,1.1947431302270013
US,2021-01-02 05:22:33,36.81799745,-97.14421435,3312,33,0,3279,7607.14777895172,0.9963768115942028
US,2021-01-02 05:22:33,35.94530008,-97.94193268,1357,12,0,1345,8607.67522993974,0.8843036109064112
US,2021-01-02 05:22:33,34.91671958,-98.97720696,544,11,0,533,6247.12907671107,2.022058823529412
US,2021-01-02 05:22:33,34.87844729,-95.25215049,532,5,0,527,5281.445448227936,0.9398496240601504
US,2021-01-02 05:22:33,34.89851864,-94.70392124,3590,30,0,3560,7201.171444045493,0.8356545961002786
US,2021-01-02 05:22:33,35.70270942,-96.8812462,2108,33,0,2075,6044.0978295151535,1.5654648956356736
US,2021-01-02 05:22:33,35.91899576,-97.44352845,2547,8,0,2539,5305.0342629814,0.3140950137416568
US,2021-01-02 05:22:33,33.95273467,-97.23906784,906,6,0,900,8836.438115673462,0.6622516556291391
US,2021-01-02 05:22:33,36.31149996,-98.53467076,716,4,0,712,9385.240529558265,0.5586592178770949
US,2021-01-02 05:22:33,34.02311222,-96.76855464,1123,6,0,1117,6632.803732797826,0.5342831700801425
US,2021-01-02 05:22:33,36.30179091,-95.23175116,2565,24,0,2541,6240.875912408759,0.935672514619883
US,2021-01-02 05:22:33,35.01123903,-97.44572302,3561,28,0,3533,8798.240845975193,0.7862959842740803
US,2021-01-02 05:22:33,34.11664328,-94.77222373,2937,52,0,2885,8945.540935672514,1.7705141300646918
US,2021-01-02 05:22:33,35.37235506,-95.66599306,1326,18,0,1308,6766.687078995714,1.3574660633484164
US,2021-01-02 05:22:33,34.48116015,-97.06826283,1164,9,0,1155,8271.157535706672,0.7731958762886598
US,2021-01-02 05:22:33,35.61318461,-95.37802952,6526,48,0,6478,9597.482241863612,0.7355194606190623
US,2021-01-02 05:22:33,36.38953329,-97.22928674,984,7,0,977,8840.176084808194,0.7113821138211383
US,2021-01-02 05:22:33,36.79843529,-95.61902331,681,9,0,672,6758.634378721715,1.3215859030837005
US,2021-01-02 05:22:33,35.46485198,-96.32639984,1414,15,0,1399,11790.210956391227,1.0608203677510608
US,2021-01-02 05:22:33,35.55140095,-97.40716948,57993,441,0,57552,7272.451387826453,0.7604366044177746
US,2021-01-02 05:22:33,35.64661916,-95.96432828,2600,27,0,2573,6759.391654751073,1.0384615384615383
US,2021-01-02 05:22:33,36.62888819,-96.39635704,3016,26,0,2990,6422.076954197985,0.8620689655172413
US,2021-01-02 05:22:33,36.83532655,-94.81011909,2728,28,0,2700,8764.095479808526,1.0263929618768328
US,2021-01-02 05:22:33,35.768908300181025,-71.11371388385798,0,0,0,0,5738.940929020448,2.2286991482179874
US,2021-01-02 05:22:33,36.31743373,-96.7033176,1065,12,0,1053,6503.419638495359,1.1267605633802815
US,2021-01-02 05:22:33,36.07695283,-96.97584944,5883,28,0,5855,7193.338550327692,0.4759476457589665
US,2021-01-02 05:22:33,34.92065823,-95.7513432,3010,23,0,2987,6895.129885004811,0.7641196013289037
US,2021-01-02 05:22:33,34.72959848,-96.68337199,3135,25,0,3110,8188.799498485007,0.7974481658692185
US,2021-01-02 05:22:33,35.20614018,-96.94923008,5552,37,0,5515,7648.225699801631,0.6664265129682997
US,2021-01-02 05:22:33,34.41635232,-95.37603505,625,6,0,619,5632.66041816871,0.96
US,2021-01-02 05:22:33,35.68711719,-99.69666167,253,6,0,247,7061.121964833938,2.3715415019762847
US,2021-01-02 05:22:33,36.37004357,-95.60406759,6566,85,0,6481,7101.526081830865,1.2945476698141942
US,2021-01-02 05:22:33,35.16478725,-96.61686741,1820,18,0,1802,7502.679528403001,0.989010989010989
US,2021-01-02 05:22:33,35.49447108,-94.75463785,2479,16,0,2463,5963.578628304746,0.645421540943929
US,2021-01-02 05:22:33,34.48556989,-97.85141892,3029,23,0,3006,7020.837679345433,0.7593265103994717
US,2021-01-02 05:22:33,36.74777635,-101.4889765,2956,17,0,2939,14792.573687634487,0.5751014884979703
US,2021-01-02 05:22:33,34.37288446,-98.92426619,544,9,0,535,7503.448275862069,1.6544117647058822
US,2021-01-02 05:22:33,36.11939621,-95.94013939,48124,399,0,47725,7386.056676980502,0.8291081373119441
US,2021-01-02 05:22:33,35.768908300181025,-71.11371388385798,509,0,0,509,5738.940929020448,0.0
US,2021-01-02 05:22:33,35.96024096,-95.51911308,4650,46,0,4604,5720.331164118146,0.989247311827957
US,2021-01-02 05:22:33,36.71380786,-95.90514104,3129,60,0,3069,6072.544491237603,1.917545541706616
US,2021-01-02 05:22:33,35.29071824,-98.99180434,757,3,0,754,6934.774642726274,0.3963011889035667
US,2021-01-02 05:22:33,36.76705782,-98.86573064,981,5,0,976,11156.601842374615,0.509683995922528
US,2021-01-02 05:22:33,36.42316318,-99.26283045,2461,10,0,2451,12176.53752906833,0.4063388866314506
US,2021-01-02 05:22:33,44.70915557,-117.6749883,472,5,0,467,2927.313321756388,1.0593220338983051
US,2021-01-02 05:22:33,44.49167306,-123.4316987,1347,11,0,1336,1447.5621420050938,0.8166295471417966
US,2021-01-02 05:22:33,45.18787398,-122.2179634,10058,112,0,9946,2405.1441101708087,1.1135414595346989
US,2021-01-02 05:22:33,45.99712889,-123.660711,553,3,0,550,1374.8011137629276,0.5424954792043399
US,2021-01-02 05:22:33,45.94464254,-123.0890898,837,14,0,823,1598.7317110440465,1.6726403823178018
US,2021-01-02 05:22:33,43.17406868,-124.0594514,756,9,0,747,1172.329306681967,1.1904761904761905
US,2021-01-02 05:22:33,44.14230227,-120.356297,448,7,0,441,1835.764628749385,1.5625
US,2021-01-02 05:22:33,42.45911325,-124.157282,278,3,0,275,1212.649945474373,1.079136690647482
US,2021-01-02 05:22:33,43.91570171,-121.2289121,3976,22,0,3954,2011.2093559678688,0.5533199195171026
US,2021-01-02 05:22:33,43.27941273,-123.167291,1387,39,0,1348,1249.77473418634,2.81182408074982
US,2021-01-02 05:22:33,45.37160076,-120.2048869,37,1,0,36,1935.1464435146445,2.702702702702702
US,2021-01-02 05:22:33,44.49024544,-119.0068631,170,1,0,169,2361.439088762328,0.5882352941176471
US,2021-01-02 05:22:33,43.06422669,-118.9666306,134,2,0,132,1812.525361828757,1.492537313432836
US,2021-01-02 05:22:33,45.51872811,-121.65520359999998,816,14,0,802,3489.8639979471386,1.7156862745098038
US,2021-01-02 05:22:33,42.43201126,-122.7289309,5884,72,0,5812,2663.1182562097183,1.2236573759347382
US,2021-01-02 05:22:33,44.62806839,-121.17832,1425,17,0,1408,5779.05750669154,1.1929824561403508
US,2021-01-02 05:22:33,42.3665549,-123.5561938,1193,22,0,1171,1363.6311680592546,1.8440905280804691
US,2021-01-02 05:22:33,42.68762984,-121.64964609999998,1910,18,0,1892,2799.0269351387788,0.9424083769633508
US,2021-01-02 05:22:33,42.79246693,-120.3850163,197,4,0,193,2503.4947261405514,2.030456852791878
US,2021-01-02 05:22:33,43.93727035,-122.847753,6929,92,0,6837,1813.5562610746283,1.3277529224996392
US,2021-01-02 05:22:33,44.64252874,-123.869912,880,17,0,863,1761.3386173491854,1.9318181818181817
US,2021-01-02 05:22:33,44.48899494,-122.5373154,2650,32,0,2618,2042.404951097889,1.2075471698113207
US,2021-01-02 05:22:33,43.1937027,-117.6227395,2894,50,0,2844,9466.487847960483,1.7277125086385623
US,2021-01-02 05:22:33,44.90287942,-122.5815117,13928,210,0,13718,4004.3931021396247,1.507754164273406
US,2021-01-02 05:22:33,45.41846568,-119.584546,815,8,0,807,7024.045505472723,0.98159509202454
US,2021-01-02 05:22:33,45.54747959,-122.4169351,25290,390,0,24900,3111.2560050685547,1.5421115065243178
US,2021-01-02 05:22:33,44.90322804,-123.4128888,1977,30,0,1947,2296.567346227566,1.5174506828528074
US,2021-01-02 05:22:33,45.41501554,-120.6827834,31,0,0,31,1741.573033707865,0.0
US,2021-01-02 05:22:33,45.46248721,-123.712066,308,0,0,308,1139.2217783695812,0.0
US,2021-01-02 05:22:33,45.59073056,-118.7353826,5640,57,0,5583,7235.407312379731,1.0106382978723405
US,2020-12-21 13:27:30,35.768908300181025,-71.11371388385798,0,0,0,0,5738.940929020448,2.2286991482179874
US,2021-01-02 05:22:33,45.30915495,-118.0068979,980,14,0,966,3651.947084032048,1.4285714285714286
US,2021-01-02 05:22:33,45.57894064,-117.18353799999998,76,3,0,73,1054.3840177580466,3.947368421052632
US,2021-01-02 05:22:33,45.16292781,-121.1670954,905,22,0,883,3391.799715163781,2.430939226519337
US,2021-01-02 05:22:33,45.55972701,-123.0955257,16070,141,0,15929,2671.2456282663334,0.8774113254511512
US,2021-01-02 05:22:33,44.72698162,-120.02814270000002,17,1,0,16,1276.2762762762763,5.882352941176471
US,2021-01-02 05:22:33,45.23330449,-123.3086963,2641,34,0,2607,2465.919701213819,1.287391139719803
US,2021-01-02 05:22:33,39.87140411,-77.21610347,4674,90,0,4584,4537.467599918454,1.925545571245186
US,2021-01-02 05:22:33,40.46809875,-79.98167747,54764,1036,0,53728,4503.451763709402,1.891753706814696
US,2021-01-02 05:22:33,40.81665618,-79.46290811,3549,70,0,3479,5482.3511238124665,1.9723865877712032
US,2021-01-02 05:22:33,40.6825484,-80.34921611,8525,256,0,8269,5200.422133972635,3.002932551319648
US,2021-01-02 05:22:33,40.00522157,-78.48998442,2990,97,0,2893,6243.735382559305,3.2441471571906355
US,2021-01-02 05:22:33,40.41570541,-75.92457766,23833,571,0,23262,5658.840736625162,2.3958377040238323
US,2021-01-02 05:22:33,40.47961444,-78.34917412,8072,176,0,7896,6625.680256753318,2.180376610505451
US,2021-01-02 05:22:33,41.78869215,-76.51570822,3098,56,0,3042,5135.686222502197,1.8076178179470623
US,2021-01-02 05:22:33,40.33682119,-75.10836643,30794,908,0,29886,4901.39589666863,2.948626355783594
US,2021-01-02 05:22:33,40.91152759,-79.91351055,9566,201,0,9365,5092.279601603382,2.101191720677399
US,2021-01-02 05:22:33,40.49527404,-78.71377428,9058,254,0,8804,6957.41673835566,2.8041510267167147
US,2021-01-02 05:22:33,41.43625568,-78.20376845,159,4,0,155,3575.444119631212,2.5157232704402515
US,2021-01-02 05:22:33,40.91545395,-75.7068525,2844,90,0,2754,4431.148920258016,3.1645569620253164
US,2021-01-02 05:22:33,40.92058903,-77.82200624,9291,142,0,9149,5721.587585060196,1.5283607792487353
US,2021-01-02 05:22:33,39.97291773,-75.74768357,20544,594,0,19950,3913.224848520636,2.891355140186916
US,2021-01-02 05:22:33,41.19265812,-79.42413524,2026,46,0,1980,5270.825745356158,2.270483711747285
US,2021-01-02 05:22:33,41.00110782,-78.47592663,4094,50,0,4044,5165.604693710176,1.2212994626282363
US,2021-01-02 05:22:33,41.23255967,-77.63785995,1996,25,0,1971,5166.701180368606,1.25250501002004
US,2021-01-02 05:22:33,41.04821986,-76.40565017,2856,73,0,2783,4396.281017178745,2.556022408963585
US,2021-01-02 05:22:33,41.68447709,-80.10760592,5010,84,0,4926,5919.956516087866,1.6766467065868262
US,2021-01-02 05:22:33,40.1625372,-77.26130755,10647,306,0,10341,4202.154951257055,2.8740490278951816
US,2021-01-02 05:22:33,40.41377078,-76.77993242,14172,316,0,13856,5092.364686901498,2.229748800451594
US,2021-01-02 05:22:33,39.91680171,-75.40243663,29810,960,0,28850,5259.842575258449,3.2203958403220394
US,2021-01-02 05:22:33,41.42822061,-78.64524744,1475,17,0,1458,4931.461049816115,1.152542372881356
US,2021-01-02 05:22:33,41.99253829,-80.03301954,11866,227,0,11639,4399.246648475501,1.913028821843924
US,2021-01-02 05:22:33,39.92041012,-79.64291195,7255,114,0,7141,5612.110710583722,1.571330117160579
US,2021-01-02 05:22:33,41.51095103,-79.23229292,314,4,0,310,4332.827376845591,1.2738853503184713
US,2021-01-02 05:22:33,39.92956518,-77.72157791,8827,231,0,8596,5693.846878285718,2.616970658207772
US,2021-01-02 05:22:33,39.92913544,-78.11163677,729,10,0,719,5017.205781142464,1.3717421124828533
US,2021-01-02 05:22:33,39.85746531,-80.22357106,1710,15,0,1695,4719.454640797064,0.8771929824561403
US,2021-01-02 05:22:33,40.42162652,-77.97673273,3129,87,0,3042,6931.153641679957,2.7804410354745923
US,2021-01-02 05:22:33,40.65241041,-79.08963285,4023,126,0,3897,4785.127210876262,3.131991051454139
US,2021-01-02 05:22:33,41.12913106,-78.9986361,1907,45,0,1862,4391.479562464018,2.359727320398532
US,2021-01-02 05:22:33,40.53358749,-77.39975129999998,1382,48,0,1334,5580.906998344304,3.4732272069464543
US,2021-01-02 05:22:33,41.43564672,-75.60379201,9003,269,0,8734,4293.808483646041,2.987892924580695
US,2021-01-02 05:22:33,40.03904563,-76.24770128,28382,741,0,27641,5200.797472715145,2.6108096680995
US,2021-01-02 05:22:33,40.99206278,-80.33393706,4261,129,0,4132,4982.926372906726,3.0274583431119457
US,2021-01-02 05:22:33,40.36680311,-76.45651841,9040,158,0,8882,6375.491032702602,1.747787610619469
US,2021-01-02 05:22:33,40.6154815,-75.59435245,20747,511,0,20236,5617.651996382521,2.463006699763821
US,2021-01-02 05:22:33,41.17823008,-75.98447579,17591,468,0,17123,5541.921195147078,2.660451367176397
US,2021-01-02 05:22:33,41.34310539,-77.06629984,6174,124,0,6050,5449.297875532882,2.008422416585682
US,2021-01-02 05:22:33,41.80938602,-78.56478358,1738,23,0,1715,4278.153846153846,1.3233601841196778
US,2021-01-02 05:22:33,41.30248872,-80.25816981,6061,144,0,5917,5539.004240386022,2.3758455700379475
US,2021-01-02 05:22:33,40.61116939,-77.61070738,3477,120,0,3357,7536.087390003901,3.4512510785159622
US,2021-01-02 05:22:33,41.05934058,-75.34031025,6178,204,0,5974,3628.333656347822,3.302039494982195
US,2021-01-02 05:22:33,40.21053671,-75.36652296,36500,1155,0,35345,4392.747753982056,3.164383561643836
US,2021-01-02 05:22:33,41.03023987,-76.66345939,1130,25,0,1105,6198.573779484366,2.2123893805309733
US,2021-01-02 05:22:33,40.75182733,-75.30471829,16957,436,0,16521,5554.481877589793,2.571209529987616
US,2021-01-02 05:22:33,40.84785433,-76.70798222,5160,235,0,4925,5680.12945411314,4.554263565891473
US,2021-01-02 05:22:33,40.40206612,-77.26297447,1751,34,0,1717,3784.1459197787,1.941747572815534
US,2021-01-02 05:22:33,40.00338507,-75.1379271,95401,2450,0,92951,6022.547068805301,2.5681072525445225
US,2021-01-02 05:22:33,41.33155042,-75.03208106,1459,33,0,1426,2614.2736834560733,2.2618231665524333
US,2021-01-02 05:22:33,41.74471626,-77.89559864,596,14,0,582,3606.438339586107,2.348993288590604
US,2021-01-02 05:22:33,40.70497338,-76.2150785,8021,248,0,7773,5674.205391945331,3.091883805011844
US,2021-01-02 05:22:33,40.77129231,-77.06840691,1957,43,0,1914,4847.419003269592,2.1972406745017885
US,2021-01-02 05:22:33,39.97172723,-79.02699593,4987,88,0,4899,6789.9301537162855,1.7645879286143975
US,2021-01-02 05:22:33,41.44634738,-76.51246591,149,3,0,146,2456.313880646225,2.0134228187919465
US,2021-01-02 05:22:33,41.82147784,-75.80071959,1049,39,0,1010,2601.1704026978773,3.717826501429933
US,2021-01-02 05:22:33,41.77255149,-77.25433032,1939,61,0,1878,4776.920992338203,3.145951521402785
US,2021-01-02 05:22:33,35.768908300181025,-71.11371388385798,0,0,0,0,5738.940929020448,2.2286991482179874
US,2021-01-02 05:22:33,40.96188846,-77.05996014,2834,43,0,2791,6308.572446185695,1.5172900494001411
US,2021-01-02 05:22:33,41.40323442,-79.75845449,2442,47,0,2395,4819.610010262888,1.9246519246519247
US,2021-01-02 05:22:33,41.81304978,-79.26969577,1528,36,0,1492,3898.85432879998,2.356020942408377
US,2021-01-02 05:22:33,40.19208869,-80.24582867,9226,135,0,9091,4459.91347013753,1.463256015608064
US,2021-01-02 05:22:33,41.64938475,-75.29956506,1863,18,0,1845,3627.265824263546,0.966183574879227
US,2021-01-02 05:22:33,40.31377979999999,-79.46615476,19808,428,0,19380,5677.287696439371,2.1607431340872374
US,2021-01-02 05:22:33,41.51955538,-76.01074915,811,29,0,782,3026.797044114354,3.5758323057953145
US,2021-01-02 05:22:33,39.9210089,-76.73040131,23862,425,0,23437,5313.790200820384,1.7810745117760456
US,2021-01-02 05:22:33,18.180117000000006,-66.754367,315,0,0,315,1814.2026147555143,0.0
US,2021-01-02 05:22:33,18.360255,-67.17513100000001,678,0,0,678,1847.7135226467544,0.0
US,2021-01-02 05:22:33,18.459681,-67.12081500000001,860,0,0,860,1710.9320600815677,0.0
US,2021-01-02 05:22:33,18.251619,-66.126806,652,0,0,652,2627.54896429435,0.0
US,2021-01-02 05:22:33,18.131361,-66.264131,305,0,0,305,1379.591098244979,0.0
US,2021-01-02 05:22:33,18.287985,-67.120611,487,0,0,487,1861.5496349527923,0.0
US,2021-01-02 05:22:33,18.406631,-66.675077,1775,0,0,1775,2165.532049874338,0.0
US,2021-01-02 05:22:33,17.998457000000005,-66.056546,157,0,0,157,910.7785125884674,0.0
US,2021-01-02 05:22:33,18.445533,-66.56053100000001,446,0,0,446,1879.7150925106416,0.0
US,2021-01-02 05:22:33,18.201592,-66.30963,612,0,0,612,2207.394048692516,0.0
US,2021-01-02 05:22:33,18.34946,-66.168435,5774,0,0,5774,3411.1384837152696,0.0
US,2021-01-02 05:22:33,18.040993,-67.154391,393,0,0,393,827.1072292960118,0.0
US,2021-01-02 05:22:33,18.211615,-66.050779,3491,0,0,3491,2801.6307400927726,0.0
US,2021-01-02 05:22:33,18.418578,-66.860206,707,0,0,707,2317.7288224495146,0.0
US,2021-01-02 05:22:33,18.328802,-65.887612,1015,0,0,1015,2272.015042306487,0.0
US,2021-01-02 05:22:33,18.374986,-65.95683100000001,4881,0,0,4881,3320.7696075763347,0.0
US,2021-01-02 05:22:33,18.437269,-66.14330600000001,698,0,0,698,3018.90056658449,0.0
US,2021-01-02 05:22:33,18.102851,-66.14914,724,0,0,724,1707.1847956801623,0.0
US,2021-01-02 05:22:33,18.251818,-65.666416,191,0,0,191,1751.6507703595012,0.0
US,2021-01-02 05:22:33,18.28885,-66.516475,444,0,0,444,2808.704453441296,0.0
US,2021-01-02 05:22:33,18.173559,-66.161179,743,0,0,743,1939.5932858224344,0.0
US,2021-01-02 05:22:33,18.097597,-66.36014,450,0,0,450,1173.8313856427378,0.0
US,2021-01-02 05:22:33,18.224687,-66.221622,449,0,0,449,2407.7649077649075,0.0
US,2021-01-02 05:22:33,18.304264,-66.327738,894,0,0,894,2768.401820828043,0.0
US,2021-01-02 05:22:33,18.31586,-65.28813000000001,23,0,0,23,1341.8903150525086,0.0
US,2021-01-02 05:22:33,18.436115,-66.278669,1233,0,0,1233,3411.6377521374616,0.0
US,2021-01-02 05:22:33,18.318373,-65.666866,584,0,0,584,1982.75276702655,0.0
US,2021-01-02 05:22:33,18.373715,-66.560488,326,0,0,326,2880.622072987541,0.0
US,2021-01-02 05:22:33,17.982429,-66.91964300000001,116,0,0,116,754.079178313723,0.0
US,2021-01-02 05:22:33,18.007516,-66.13390799999999,410,0,0,410,1038.895223615862,0.0
US,2021-01-02 05:22:33,18.039942,-66.79186,158,0,0,158,896.5556375191511,0.0
US,2021-01-02 05:22:33,18.345114,-66.11452299999999,2568,0,0,2568,3067.074335944965,0.0
US,2021-01-02 05:22:33,18.266461,-65.97970500000001,1111,0,0,1111,2359.1616588452634,0.0
US,2021-01-02 05:22:33,18.410928,-66.79632600000001,662,0,0,662,1688.0004079759294,0.0
US,2021-01-02 05:22:33,18.134532,-67.113972,237,0,0,237,1527.2586673540404,0.0
US,2021-01-02 05:22:33,18.145211,-65.810174,889,0,0,889,1755.078672536671,0.0
US,2021-01-02 05:22:33,18.44981,-67.005093,726,0,0,726,1796.0072236103208,0.0
US,2021-01-02 05:22:33,18.211446,-66.58878,146,0,0,146,1051.0402418832336,0.0
US,2021-01-02 05:22:33,18.050764,-66.49458100000001,559,0,0,559,1251.1470713310505,0.0
US,2021-01-02 05:22:33,18.223793,-65.909109,1115,0,0,1115,2922.2906565325648,0.0
US,2021-01-02 05:22:33,18.011661,-67.040585,160,0,0,160,726.9422989550204,0.0
US,2021-01-02 05:22:33,18.269035,-66.867236,406,0,0,406,1672.4336793540945,0.0
US,2021-01-02 05:22:33,18.23679,-66.98362,106,0,0,106,1337.2019679576133,0.0
US,2021-01-02 05:22:33,18.187527,-65.86946800000001,785,0,0,785,2121.2203096711432,0.0
US,2021-01-02 05:22:33,18.425688,-65.89943000000001,603,0,0,603,2455.911701217774,0.0
US,2021-01-02 05:22:33,18.342114,-65.72509699999999,329,0,0,329,1862.4398528163035,0.0
US,2021-01-02 05:22:33,18.420473,-66.490461,871,0,0,871,2335.934776195457,0.0
US,2021-01-02 05:22:33,18.171795,-66.942126,53,0,0,53,976.0589318600368,0.0
US,2021-01-02 05:22:33,18.017889,-65.922235,167,0,0,167,1618.0602654781517,0.0
US,2021-01-02 05:22:33,18.2013,-67.1452,995,0,0,995,1391.0247448622956,0.0
US,2021-01-02 05:22:33,18.377805,-67.080952,838,0,0,838,2401.7654982660283,0.0
US,2021-01-02 05:22:33,18.316963,-66.420383,820,0,0,820,2703.1481786715017,0.0
US,2021-01-02 05:22:33,18.230637,-65.753897,492,0,0,492,1909.863747525329,0.0
US,2021-01-02 05:22:33,18.288019,-66.252703,842,0,0,842,3078.7231708654795,0.0
US,2021-01-02 05:22:33,18.215046,-66.433604,454,0,0,454,2245.301681503462,0.0
US,2021-01-02 05:22:33,35.768908300181025,-71.11371388385798,205,0,0,205,5738.940929020448,0.0
US,2021-01-02 05:22:33,18.03174,-66.012242,172,0,0,172,1061.0079575596817,0.0
US,2021-01-02 05:22:33,18.059645,-66.721572,297,0,0,297,1542.937295443919,0.0
US,2021-01-02 05:22:33,18.059498,-66.613748,1542,0,0,1542,1169.2359020632236,0.0
US,2021-01-02 05:22:33,18.439692,-66.926113,458,0,0,458,1998.4291823021208,0.0
US,2021-01-02 05:22:33,18.335443,-67.23174,212,0,0,212,1552.431165787932,0.0
US,2021-01-02 05:22:33,18.346329,-65.813742,975,0,0,975,2030.192608016658,0.0
US,2021-01-02 05:22:33,18.08282,-66.943758,173,0,0,173,796.7943994104643,0.0
US,2021-01-02 05:22:33,18.010386999999994,-66.256592,439,0,0,439,1618.2542023002063,0.0
US,2021-01-02 05:22:33,18.111484,-67.03858100000001,286,0,0,286,946.173950441658,0.0
US,2021-01-02 05:22:33,18.386933,-66.061128,11063,0,0,11063,3474.112943999045,0.0
US,2021-01-02 05:22:33,18.147987,-65.976392,944,0,0,944,2623.0237016866263,0.0
US,2021-01-02 05:22:33,18.328646,-66.971214,808,0,0,808,2274.2625534789463,0.0
US,2021-01-02 05:22:33,17.994525,-66.388913,233,0,0,233,1098.590221132538,0.0
US,2021-01-02 05:22:33,18.362406,-66.246616,2194,0,0,2194,3046.1645262061784,0.0
US,2021-01-02 05:22:33,18.431446,-66.213553,2224,0,0,2224,2994.439283165704,0.0
US,2021-01-02 05:22:33,18.336159,-65.99888399999999,1747,0,0,1747,2743.6630335772843,0.0
US,2021-01-02 05:22:33,35.768908300181025,-71.11371388385798,2377,1521,0,856,5738.940929020448,63.98822044594026
US,2021-01-02 05:22:33,18.271214,-66.702984,545,0,0,545,1989.4141266654497,0.0
US,2021-01-02 05:22:33,18.409346,-66.33725,1048,0,0,1048,2906.186739136463,0.0
US,2021-01-02 05:22:33,18.428262,-66.397924,1709,0,0,1709,3416.4284429162585,0.0
US,2021-01-02 05:22:33,18.123276,-65.44097099999999,96,0,0,96,1144.7650846649178,0.0
US,2021-01-02 05:22:33,18.127951,-66.473115,456,0,0,456,2133.6327905670973,0.0
US,2021-01-02 05:22:33,18.070399,-65.896289,467,0,0,467,1446.626603060529,0.0
US,2021-01-02 05:22:33,18.080374,-66.858814,459,0,0,459,1367.0886075949368,0.0
US,2021-01-02 05:22:33,35.768908300181025,-71.11371388385798,0,0,0,0,5738.940929020448,2.2286991482179874
US,2021-01-02 05:22:33,41.71018079,-71.28652315,2403,58,0,2345,4956.785412240351,2.4136496046608404
US,2021-01-02 05:22:33,41.67106337,-71.57641596,9901,194,0,9707,6026.465074379763,1.9593980406019595
US,2021-01-02 05:22:33,41.5642026,-71.26569799,2595,11,0,2584,3161.472673667796,0.4238921001926782
US,2021-01-02 05:22:33,41.87064746,-71.57753536,58946,1348,0,57598,9225.722339344937,2.2868388016150374
US,2021-01-02 05:22:33,35.768908300181025,-71.11371388385798,9622,219,0,9403,5738.940929020448,2.27603408854708
US,2021-01-02 05:22:33,41.45961631,-71.61435303,4482,114,0,4368,3569.124919372178,2.5435073627844718
US,2021-01-02 05:22:33,34.22333378,-82.46170658,1275,25,0,1250,5198.352835650508,1.96078431372549
US,2021-01-02 05:22:33,33.54338026,-81.63645384,9156,133,0,9023,5358.396928695163,1.452599388379205
US,2021-01-02 05:22:33,32.98837386,-81.35321066,511,9,0,502,5881.675874769798,1.761252446183953
US,2021-01-02 05:22:33,34.51828081,-82.63959517,12054,280,0,11774,5950.888140680694,2.3228803716608595
US,2021-01-02 05:22:33,33.21927586,-81.05659969,957,40,0,917,6803.63998293758,4.179728317659352
US,2021-01-02 05:22:33,33.26679302,-81.43584352,1455,30,0,1425,6973.066232147992,2.061855670103093
US,2021-01-02 05:22:33,32.39226291,-80.72619758,9586,105,0,9481,4989.53789779411,1.095347381598164
US,2021-01-02 05:22:33,33.20222596,-79.94654523,9153,111,0,9042,4016.111835090629,1.2127171419206817
US,2021-01-02 05:22:33,33.66926881,-80.77722168,807,20,0,787,5545.248402391259,2.4783147459727384
US,2021-01-02 05:22:33,32.82487866,-79.96512315,24202,321,0,23881,5882.753289937434,1.3263366663912073
US,2021-01-02 05:22:33,35.05122251,-81.61828622,3035,79,0,2956,5296.684118673647,2.602965403624382
US,2021-01-02 05:22:33,34.69249168,-81.1583216,2247,45,0,2202,6968.73836992929,2.0026702269692924
US,2021-01-02 05:22:33,34.64137396,-80.15640140000002,2336,61,0,2275,5117.196056955093,2.6113013698630136
US,2021-01-02 05:22:33,33.66610974,-80.21647898,1830,74,0,1756,5423.025633427174,4.043715846994536
US,2021-01-02 05:22:33,32.87582989,-80.67641292,1951,55,0,1896,5178.2254425777,2.8190671450538187
US,2021-01-02 05:22:33,34.33358335,-79.96027485,4546,94,0,4452,6823.981506499745,2.067751869775627
US,2021-01-02 05:22:33,34.39007791,-79.37741872,2376,59,0,2317,7795.531349453722,2.483164983164983
US,2021-01-02 05:22:33,33.0794369,-80.40502652,8354,128,0,8226,5131.16596748337,1.5322001436437636
US,2021-01-02 05:22:33,33.77221995,-81.96231108,1551,26,0,1525,5689.6551724137935,1.6763378465506125
US,2021-01-02 05:22:33,34.39287073,-81.1195624,1364,53,0,1311,6103.727569696156,3.885630498533725
US,2021-01-02 05:22:33,34.02361754,-79.70189312,10494,259,0,10235,7588.236570180703,2.468076996378884
